-15.60407,-56.08524
-15.61864,-56.06836
-15.61393,-56.12568
-15.60045,-56.09112
-15.60602,-56.083
-15.59291,-56.1007
-15.596,-56.097
-15.62953,-56.07637
-15.59732,-56.10501
-15.60263,-56.09342
-15.59113,-56.09147
-15.59113,-56.09147
-15.59113,-56.09147
-15.59113,-56.09147
-15.5645046,-56.1179358
-15.59113,-56.09147
-15.59113,-56.09147
-15.59113,-56.09147
-15.59113,-56.09147
-15.62342,-56.11724
-15.60397,-56.08514
-15.59113,-56.09147
-15.6048,-56.0842
-15.62322,-56.05207
-15.60214,-56.08728
-15.59113,-56.09147
-15.61393,-56.12568
-15.59296,-56.09752
-15.59113,-56.09147
-15.59113,-56.09147
